500091;Aktualna prosba o pomoc nieprawidlowa. 
500092;Usunieto poprzedniego gracza z kolejki. 
500093;Brak oczekujacych wpisow. 
500094;Ide do nastepnego zgloszenia. 
500095;Przeniesiono zgloszenie do grona GM. 
500096;You have no current player set, sorry 
500097;Player request relinquished 
500098;Ten wpis nie istnieje w kolejce zgloszen. 
500099;Player request relinquished 
500100;Nieprawidlowa lokacja 
500101;Player request relinquished 
500102;You have no current player set, sorry 
500103;Player request cleared from queue 
500104;You have no current player set, sorry 
500105;Invalid request, player request cleared from queue 
500106;You are not currently handling a help request 
500107;Nie ma takiego gracza. 
500108;Twoj wierzchowiec jest zbyt zmeczony, zeby sie ruszac. 
500109;Jestes zbyt zmeczony, zeby sie ruszac, bo wazysz za duzo! 
500110;Jestes zbyt zmeczony, zeby moc sie ruszac. 
500111;Jestes sparalizowany i nie mozesz sie ruszac. 
500112;Jestes teraz pod opieka strazy miejskiej. 
500113;Opusciles obszar chroniony przez straze. 
500114;You are now under the protection of the town guards.  Cry out for the 'guards' if you find yourself in need! 
500115;Beware! You have left the protection of the town guards and have considerably less protection from attack!  You should head back toward town if you are not yet prepared! 
500116;Twoj duch wraca do ciala. 
500117;Z niemalym wysilkiem udaje ci sie ponownie polaczyc cialo z duchem 
500118;Musisz chwile poczekac, zeby moc zrobic cos innego. 
500119;Musisz chwile poczekac, zeby moc zrobic cos innego. 
500120;Twoje zbrodnie zostaja uznane za samoobrone. 
500121;Notoriety wanted to drop, but oneWay prevented it. 
500122;Notoriety wanted to raise, but oneWay prevented it. 
500123;Grupa zostala utworzona, nowy czlonek zostal dodany. 
500124;Grupa zostala utworzona. 
500125;Opuscilem swoja druzyne oraz wyznaczylem nowego dowodce. 
500126;Druzyna rozwiazana! 
500127;Dolaczylem do druzyny. 
500128;Opuscilem druzyne. 
500129;Attacking a pet! 
500130;Nie posiadasz wystarczajacej ilosc zlota, by zaplacic za we zbrodnie. Za to zginiesz! 
500131;Bedziesz zalowac swoich niecnych czynow, padalcu! 
500132;Jestem zmeczony! 
500133;Twoj wierzchowiec jest bardzo zmeczony. 
500134;Przerwales medytacje. 
500135;Regenerujaca moc medytacji nie jest w stanie przeniknac przez twoj pancerz. 
500136;Ponowne laczenie... 
500137;Calling IsMoveable..... 
500138;mulitcomp, No Go 
500139;editing, OK 
500140;No Draw, No Go 
500141;Corpse, No GO 
500142;Zbyt ciezkie, albo cos innego. Tak czy siak niemozliwe. 
500143;Sprawdzenie wagi OK 
500144;Tile Manager approved, OK 
500145;Fell off bottom of IsMoveable, No GO 
500146;No Duplicate Id's found. 
500147;Compression not yet implemented. 
500148;Format: set <target> <variable> <value> 
500149;vars: strength, dexterity, intelligence, maxhp, curhp, maxmana, curmana, maxfatigue, curfatigue, hue, notoriety, fame, karma, name, body, skill, location, naturalac, naturalwc, tithingpoints, race, sex 
500150;Format: set <target> <variable> <value> 
500151;vars: strength, dexterity, intelligence, maxhp, curhp, maxmana, curmana, maxfatigue, curfatigue, hue, notoriety, fame, karma, name, body, skill, location, naturalac, naturalwc, tithingpoints, race, sex 
500152;Cel nie zostal odnaleziony. 
500153;Invalid location 
500154;Usage: set target location [w#] x y [z] 
500155;Format: set <target> skill <value> 
500156;Nieprawidlowa umiejetnosc 
500157;Format: set <target> skillmod <value> 
500158;Nieprawidlowa umiejetnosc 
500159;Format: query <target> <variable> 
500160;Vars: strength, dexterity, intelligence, maxhp, curhp, maxmana, curmana, maxfatigue, curfatigue 
500161;Cel nie zostal odnaleziony. 
500162;Format: add <target> <variable> <value> 
500163;vars: strength, dexterity, intelligence, maxhp, curhp, maxmana, curmana, maxfatigue, curfatigue 
500164;Cel nie zostal odnaleziony. 
500165;Variable not found. 
500166;I'm not telling you how much this has in it.. 
500167;Jestes kryminalista. 
500168;You cannot say anything, you have been squelched. 
500169;Nie mozesz tego podniesc. 
500170;Nie mozesz tego podniesc. 
500171;Jestes zbyt zmeczony by ruszyc palcem, co dopiero cos innego. 
500172;Nie udalo sie nic ukrasc. 
500173;Ktos probowal cie okrasc. 
500174;Udalo ci sie ukrasc przedmiot! 
500175;This item needs resources. 
500176;To nie jest twoj pojemnik! Nie mozesz w nim skladowac rzeczy. 
500177;Access to bank not allowed anymore. 
500178;Access to bank not allowed anymore. 
500179;Ten czar jest juz w ksiedze. 
500180;Twoje boskie moce pozwalaja ci na wlozenie do pojemnika wiecej niz to normalnie mozliwe. 
500181;Twoje boskie moce pozwalaja ci na wlozenie do pojemnika wiecej niz to normalnie mozliwe. 
500182;Nie mozesz tego zrobic budujac dom albo przenoszac postac. 
500183;The next available counselor or game master will respond as soon as possible. 
500184;The next available game master will respond as soon as possible. 
500185;The next available counselor will respond as soon as possible. 
500186;Witaj! Rozejrzyj sie i poszukaj czegos dla siebie. 
500187;Twoje zamowienie nie moze zostac wypelnione. Prosze, sprobuj raz jeszcze. 
500188;Twoje zamowienie nie moze zostac wypelnione. Prosze, sprobuj raz jeszcze. 
500189;Twoje zamowienie nie moze zostac wypelnione. Prosze, sprobuj raz jeszcze. 
500190;Nic nie kupiles! 
500191;Wybacz, ale nie masz dosc zlota w banku, by oplacic transakcje. 
500192;Wybacz mi, lecz nie stac Cie na to. 
500193;Nie kupie nic od ciebie, nic, nigdy. 
500194;Mozesz sprzedac jedynie 5 rzeczy na raz! 
500195;Unable to complete your request. 
500196;Nie mozesz sprzedawac pojemnikow z zawartoscia. 
500197;Niczego nie zaoferowales! 
500198;Unable to complete your request. 
500199;Ahh!  Szukalismy tego! 
500200;Nie potrzebuje tego 
500201;Mnie nie mozna zabic! 
500202;Czar sie nie udal 
500203;Masz za malo many. 
500204;Nie jestes w stanie mowic, zostales uciszony. 
500205;Nie mozesz wejsc na wierzchowca, ktory walczy. 
500206;Jestes za daleko. 
500207;Ksiega czarow musi byc w twoim plecaku (ale nie w jego kontenerze) by ja otworzyc. 
500208;Wyglada na to ze jest pusty. 
500209;Nie mozesz zagladnac do pojemnika. 
500210;Nie udalo ci sie zagladnac do pojemnika. 
500211;Jestes zbyt zmeczony by podniesc palec. 
500212;Nie udalo ci sie zagladnac do pojemnika. 
500213;Nie jestes na tyle silny, zeby to uniesc. 
500214;Masz juz cos w rekach. 
500215;Nie mozesz nosic wiecej niz jednej broni. 
500216;Musisz miec obie rece puste, zeby to podniesc. 
500217;Twoja prawa reka musi byc pusta, zeby to podniesc. 
500218;Twoja lewa reka musi byc pusta, zeby to podniesc. 
500219;Masz juz w rekach dwureczna bron. 
500220;Ooo!  TO SPRYTNE! 
500221;Ha ha! Pudlo! 
500222;Gdzie chcesz to upiec? 
500223;Gdzie chcesz to upiec? 
500224;Gdzie chcesz to upiec? 
500225;Gdzie chcesz to upiec? 
500226;Gdzie chcesz to upiec? 
500227;Stos drewna 
500228;Stos drewna 
500229;Stos drewna 
500230;Stos drewna 
500231;Wyleczyles trucizne! 
500232;Ta mikstura byla za slaba, by wyleczyc trucizne! 
500233;Jestes juz zatruty. 
500234;Z pewnoscia zostalbys zatruty, gdybys nie byl nowym mieszkancem Britanii. 
500235;Musisz poczekac 10 sekund, aby uzyc nastepnej mikstury leczenia. 
500236;Rzucaj! 
500237;Nie widzisz celu. 
500238;Wybierz kolejny skladnik albo ogien, na ktorym to ugotujesz. 
500239;default 
500240;Gdzie chcesz to upiec? 
500241;name incorrect 
500242;Gdzie chcesz to upiec? 
500243;Upiekles ciasto. 
500244;Gdzie chcesz to upiec? 
500245;Time to start opening. 
500246;Wciaz otwieram 
500247;Kurtyna jest otwarta. 
500248;Time to start opening. 
500249;Wciaz otwieram 
500250;Kurtyna jest otwarta. 
500251;Jestes za daleko. 
500252;Nie mozna zwodowac okretu w tym miejscu. 
500253;max = 
500254;rate = 
500255;level = 
500256;satisfaction = 
500257;Co mam na tym ugotowac? 
500258;Co mam na tym ugotowac? 
500259;Enter the area of operation for the terrain scan, in (x, y) (x, y) format: 
500260;Setting of operations area cancelled. 
500261;Format for operations area incorrect. 
500262;Terrain scan complete. 
500263;Kwasowa krew istoty wzera sie w twoja bron, nieznacznie ja niszczac. 
500264;Nie jestem kluczem, na prawde. 
500265;Nie jestem kluczem, na prawde. 
500266;Co chcialbys dodac? 
500267;No type defined! ERROR. 
500268;This object needs to be mounted on something. 
500269;Nie mozesz tego tu zbudowac. 
500270;Nie mozesz tego tu zbudowac. 
500271;Nie mozesz tego zbudowac tak blisko drzwi. 
500272;Nie mozesz tego zbudowac tak blisko schodow. 
500273;Ten zwoj jest pusty! 
500274;Mozesz to zbudowac jedynie w domu, ktorego jestes wlascicielem! 
500275;Mozesz to zbudowac jednynie w domu. 
500276;Mozesz to umiescic jedynie w domu lub na statku, ktorego jestes wlascicielem.! 
500277;Budowanie przerwane. Prosze sprobowac ponownie. 
500278;As a young player, you may not cast beneficial spells onto older players. 
500279;Roztarles miksture i wlales do butelki... 
500280;... po czym wlozyles ja do plecaka. 
500281;... ale nie bylo miejsca w plecaku. 
500282;Roztarles miksture i wlales ja do kega. 
500283;Ten pojemnik nie pomiesci juz wiecej. 
500284;Jestes na tyle madry, ze nie mieszasz mikstur roznych typow w kegu. 
500285;Nie jestes pewny co jest w kegu i decydujesz nie wlewac do niego mikstury. 
500286;Nie zdazyles skonczyc pracy przed smiercia. 
500287;Nie udalo ci sie zrobic uzytecznej mikstury. 
500288;Nie mozesz zrobic mikstur bedac martwy. 
500289;Gdzie jest butelka badz keg na mikstury? 
500290;Przerwales rozcieranie i wylales zawartosc mozdzierza. 
500291;Ktos juz tego uzywa. 
500292;Z jakich skladnikow zrobic miksture? 
500293;Zginales i nie zdazyles skonczyc pracy. 
500294;Nie mozesz tego uzyc. 
500295;Jestes za daleko, zeby to zrobic. 
500296;Tego nie mozesz rozetrzec w mozdzierzu! 
500297;To nie jest skladnik mikstur. 
500298;Twoja wiedza jest niewystarczajaca, zeby to zrobic. 
500299;To nie jest odpowiedni pojemnik na mikstury. 
500300;One nie pasuja. 
500301;To nie jest tam. 
500302;Unable to find script list on keg. 
500303;One potion is missing the 'power' objVar. 
500304;One nie pasuja. 
500305;One potion is missing the 'modifier' objVar. 
500306;One nie pasuja. 
500307;Mikstura eksplodowala! 
500308;Czujesz smrod! 
500309;Nic sie nie stalo. 
500310;Jestes zajety czyms innym. 
500311;Wybierz lichtarz, w ktorym chcesz to rozpalic: 
500312;Jestes za daleko. 
500313;Ta butelka jest pusta. 
500314;To nalezy do kogos innego!. 
500315;Potrzebujesz pustej butelki, aby zrobic miksture. 
500316;Stworzyles dziwna miksture. 
500317;Nic sie nie stalo. 
500318;Ta butelka jest pusta. 
500319;Twoje zle uczynki zostaly ci darowane.  --Lord British. 
500320;Let no good deed go unpunished!  --Lord Blackthorn 
500321;Komu chcesz sie przyjrzec? 
500322;Osoba wyglada na zdrowa, moze ma jakies informacje... 
500323;To nie jest zywe stworzenie! 
500324;Znasz siebie wystarczajaco dobrze. 
500325;Jestes za daleko. 
500326;To nie moze byc ocenione. 
500327;Weariness prevents you from discerning anything useful. 
500328;Ktoremu zwierzeciu chcesz sie przygladnac? 
500329;To nie jest zwierze! 
500330;To nie jest zwierze! 
500331;Wiedza o zwierzetach nie pozwala oceniac duchow. 
500332;Jestes za daleko. 
500333;You are to weary to discern anything useful. 
500334;Nic nie przychodzi ci do glowy. 
500335;Gdzie postawic kowadlo? 
500336;Nie bedziesz mogl po tym wlozyc tego z powrotem do plecaka. 
500337;Targetobj called 
500338;Tutaj nie mozna postawic kowadla. 
500339;Tutaj nie mozna postawic kowadla. 
500340;Targetloc called 
500341;Tutaj nie mozna postawic kowadla. 
500342;Tutaj nie mozna postawic kowadla. 
500343;Co chcesz zidentyfikowac? 
500344;Nie widzisz tego wystarczajaco dobrze, zeby zidentyfikowac. 
500345;Nie mozesz sie na tyle skoncentrowac, by poznac tego wlasciwosci. 
500346;Nie widzisz tego. 
500347;Nie widzisz tego. 
500348;Jestes za daleko. 
500349;Jaki przedmiot chcesz zbadac? 
500350;Jestes za daleko. 
500351;Nie widzisz tego wystarczajaco dobrze, zeby moc o tym cokolwiek powiedziec. 
500352;To nie jest ani bron, ani zbroja. 
500353;Nie jestes pewien... 
500354;Which door do you want to add to my keylist? 
500355;okay 
500356;Added door to my keylist. 
500357;Jesli ta dzwignia cokolwiek kiedys robila, juz tego nie robi... 
500358;Dzwignia wydaje sie byc luzna, zapewne nie sluzy juz do niczego... 
500359;You flip the lever and think you hear something, but realize it was just your imagination. 
500360;Przekrecasz dzwignie bez wysillku lecz rowniez bez zadnego efektu. 
500361;You flip the lever, and now its even more broken than before! 
500362;Jaka wiadomosc chcesz wyslac do gracza? 
500363;Czas na wpisanie wiadomosci minal. 
500364;Nie mozesz tego uzyc, to nalezy do kogos innego. 
500365;To jest uzywane przez kogos innego 
500366;Wskaz krosno: 
500367;Sprobuj uzyc tego na krosnie. 
500368;Uprzadles troche materialu i wlozyles go do plecaka. 
500369;Jestem urna do glosowania, nie pojemnikiem! 
500370;Wpisz linijke tekstu dla glosowania i nacisnij ENTER. Nacisnij ESC gdy wpiszesz ostatnio linijke. 
500371;Glosy wyzerowane. 
500372;Juz glosowales! 
500373;Twoj glos zostal zapisany. 
500374;Juz glosowales! 
500375;Twoj glos zostal zapisany. 
500376;Juz glosowales! 
500377;Nastepna linia lub ESC zeby zakonczyc. 
500378;Jestes kryminalista! Zaden bankier nie poda Ci skrzyni! 
500379;Musisz okreslic, ile monet chcesz podjac ze skrzyni. 
500380;Czy probujesz mnie oszukac? Nie posiadasz tyle zlota w skrzyni! 
500381;Nie mozesz podjac tak duzo zlota na raz! 
500382;Nie posiadasz wystarczajaco duzo, by wyplacic taka duza sume. 
500383;Musisz podjac conajmniej 5000 monet bym wypisal czek. 
500384;Czy probujesz mnie oszukac? Nie posiadasz tyle zlota w skrzyni! 
500385;Nie posiadasz wystarczajaco duzo, by wyplacic taka duza sume. 
500386;W twojej skrzyni bankowej nie ma wystarczajaco duzo miejsca na czek! 
500387;To nie jest zloto! 
500388;Akceptuje jedynie zlote monety. 
500389;Nie prowadze interesow z kryminalistami. 
500390;Nie masz juz miejsca w skrzyni bankowej. 
500391;Mozesz miec obecnie co najwyzej 65000 zlota w banku. 
500392;Podzielisz sie zlotem z przyjacielem? 
500393;Tylko kilka monet... 
500394;Na pewno moglbys sie podzielic... 
500395;Nie jadlem od tygodni! 
500396;Musze wyzywic rodzine... 
500397;Od kogo chcesz wyzebrac zloto? 
500398;Prawdopodobnie lepiej bylo by zapytac. 
500399;Jest niewielka szansa na wyzebranie kilku monet. 
500400;Jest niewielka szansa na wyzebranie kilku monet. 
500401;Jestes za daleko, zeby moc od niego cokolwiek wyzebrac. 
500402;Jestes za daleko, zeby moc od niej cokolwiek wyzebrac. 
500403;Cel odszedl za daleko. 
500404;Nie wyglada, zeby ta osoba zamierzala dac ci jakiekolwiek zloto. 
500405;Bardzo mi przykro... 
500406;Nie wygladasz mi na uczciwego, nie dostaniesz zadnego zlota! 
500407;Ciezkie czasy, nie moge cie wspomoc. 
500408;ofiara 
500409;zebrak 
500410;Nie wygladasz na godnego zaufania, nie dostaniesz ani monety! 
500411;Nie jestem wystarczajaco bogaty by ci cos dac! 
500412;Nie jestem wystarczajaco bogaty by ci cos dac! 
500413;Nie jestem wystarczajaco bogaty by ci cos dac! 
500414;reached end of begging pathfind 
500415;Pokaz... 
500416;I dare not approach thee too closely, lest others think me an easy mark... 
500417;A sense of great foreboding overtakes you. 
500418;Ten przedmiot jest z importowanych materiałów, prawdopodobnie kupiony w sklepie, nie udało się odzyskać zbyt wiele. 
500419;Some metal seems to have lost its color due to the heat. 
500420;Jestes za daleko od kuzni. 
500421;Nie mozesz tego uzyc. 
500422;You can't work on that item. 
500423;To nie jest zepsute. 
500424;Zniszczyles przedmiot. 
500425;Naprawiles przedmiot. 
500426;Nie mozesz tego naprawic. 
500427;Nie mozesz tego wykuc! 
500428;Obrobka tego nietypowego materialu przekracza twoja wiedze. 
500429;Nie mozesz przetopic czegos, co trzymasz w dloniach lub na sobie. 
500430;Czujesz, ze nie mozesz zniszczyc tej tarczy. 
500431;Mozesz przetapiac tylko te przedmioty, ktore posiadasz w plecaku. 
500432;Mozesz przetapiac tylko te przedmioty, ktore posiadasz w plecaku. 
500433;Nie Mozesz tego przetopic. 
500434;Ktos juz tego uzywa. 
500435;Select your choice from the menu above. 
500436;Wybierz przedmiot do naprawy. 
500437;Wybierz przedmiot, ktory chcesz przetopic: 
500438;Wybierze metal, ktorego chcesz uzyc: 
500439;Nie posiadasz wystarczajacej ilosci metalu do wykonania tego przedmiotu. 
500440;Nie jestes w stanie umiescic przedmiotu w plecaku! Praca wstrzymana. 
500441;Straciles troche metalu. 
500442;Stworzyles przedmiot i wlozyles go do plecaka. 
500443;In the process of hammering out the blade, you lose the distinctive color of the source metal. 
500444;Twe doskonale umiejetnosci sprawiaja, ze wykonany przedmiot ma wyjatkowa jakosc. 
500445;Ledwo udalo ci sie to wykonac. Przedmiot ma przez to niska jakosc. 
500446;Jestes za daleko. 
500447;Niedostepne. 
500448;Niedostepne. 
500449;Nie mozna jeszcze zebrac welny z tej owcy. 
500450;Mozesz skorowac tylko martwe stworzenia. 
500451;Nie bedziesz w stanie umiescic zebranej welny w swoim plecaku! 
500452;Umiesciles zebrana welne w plecaku. 
500453;Owcy udaje sie zrecznie uniknac twoich nozyc. 
500454;To drewno nalezy do kogos innego. 
500455;Nie ma tu wystarczajaco duzo drewna 
500456;Nie mozesz przygotowac tej ryby, nalezy ona do kogos innego. 
500457;Nie mozesz umiescic wiecej ryb w swoim plecaku! 
500458;Sprawnie oprawiasz ryby i wkladasz gotowe filety do plecaka. 
500459;Since you are a (co)owner of the house, you can destroy the movable furniture within. 
500460;You can only chop your own strongbox 
500461;Zniszczyles przedmiot. 
500462;You can't destroy that while it is here. 
500463;Potrzebujesz jakiegos topora by to zniszczyc. 
500464;Uzyj przedmiotu na ciele, aby wyciac mieso lub skory. 
500465;You don't have anywhere to carry the meat. You leave the meat on the corpse. 
500466;Wyciales troche miesa. 
500467;Wyciales troche miesa, ktore zostalo w ciele. 
500468;Z tego ciala nie da sie uzyskac uzytecznego miesa. 
500469;Nie masz miejsca na skory, zostawiles je w ciele. 
500470;Wyciales z ciala pare skor. 
500471;Wyciales z ciala pare skor. 
500472;Skory nie wydaja sie byc uzyteczne. 
500473;Nie mozesz podniesc skor. Zostawiasz je w ciele. 
500474;Skorujesz zwloki i wycinasz futro z ciala. 
500475;Oskorowales zwierze i otrzymujesz futro. Znajdziesz je w ciele. 
500476;To futro nie wydaje sie byc uzyteczne. 
500477;Nie masz miejsca w plecaku na te piora.  Znajdziesz je w ciele. 
500478;Wyskubujesz nieco pior z ciala. 
500479;Wyskubujesz nieco pior, zostawiajac je w ciele. 
500480;Nie zauwazasz zadnych uzytecznych pior. 
500481;Nie masz miejsca na welne.  Zostawiasz ja w ciele. 
500482;Wycinasz welne z ciala. 
500483;Nie masz miejsca na welne.  Zostawiasz ja w ciele. 
500484;Shearing the corpse seems to be a waste of time. 
500485;Z tego ciala nie mozna nic wyciac. 
500486;Jestes za daleko. 
500487;Musisz miec siekiere w rece, zeby scinac drzewo. 
500488;Tutaj juz nie ma drewna. 
500489;Nie mozesz tego zrobic. 
500490;Nie mozesz wlozyc chrustu do plecaka. 
500491;Wlozyles troche chrustu do plecaka. 
500492;Uzywajac topora otrzymalbys wiecej drewna. 
500493;Nie ma tu juz wiecej uzytecznego drewna. 
500494;Nie mozesz uzyc ostrza na tym przedmiocie. 
500495;Przez chwile rabiesz drzewo, lecz nie udalo ci sie uzyskac uzytecznego materialu. 
500496;Przez chwile rabiesz drzewo, lecz nie udalo ci sie uzyskac uzytecznego materialu. 
500497;Twoj plecak jest przepelniony, nie zmiesci wiecej drewna! 
500498;Wyciales kilka klod, i wlozyles je do plecaka. 
500499;Twoj topor pekl pod sila uderzenia. 
500500;Nie masz wiecej miejsca w swoim plecaku. Przestajesz wyrabiac przedmioty. 
500501;Twe doskonale umiejetnosci sprawiaja, ze wykonany przedmiot ma wyjatkowa jakosc. 
500502;Ledwo udalo ci sie to wykonac. Przedmiot ma przez to niska jakosc. 
500503;Continue chopping for a while and then return to the person who gave you this task. 
500504;Target cannot be seen. 
500505;As a young player, you may not cast beneficial spells onto older players. 
500506;Which item do you wish to bless? 
500507;You can only bless an item! 
500508;You may only bless objects that you are carrying. 
500509;You can't bless this object! 
500510;You can't bless this object. 
500511;That object is already blessed. 
500512;You may not take items from the corpses of the more established players. 
500513;Some young warrior felled this, and you cannot bring yourself to take any items from the corpse. 
500514;You cannot loot that corpse, as you are not the one that felled it and are not yet confident its slayer has taken everything off it they desire. 
500515;szczatki ludzkie 
500516;Adding victim to the bounty list. 
500517;Opening reporting menu. 
500518;You have cancelled the bounty reporting process. 
500519;An error has occurred and your murder cannot be reported. 
500520;You have cancelled the bounty reporting process. 
500521;You have cancelled the bounty reporting process. 
500522;Killer's killcount lower than victim's 
500523;You cannot report this death because the person who killed you has slain less people than you have. 
500524;Victim's notoriety too low to report. 
500525;You cannot report this death to Lord British's guards because your notoriety is too low. 
500526;Victim flagged criminal 
500527;You cannot report this death to Lord British's guards because you are flagged as a criminal because of your recent deeds. 
500528;Victim doesn't have lastCriminal attached 
500529;Victim's last criminal doesn't match killer 
500530;Allowed to report! 
500531;Returning killcount. 
500532;NULL reward! 
500533;Gold resource from bank: 
500534;Gold resource on gold after transfer: 
500535;Gold resource from board: 
500536;reward! 
500537;A bounty hath been issued for thee, and thy worldly goods are hereby confiscated! 
500538;Error attaching bounty script. 
500539;Tis a decapitated head. How disgusting. 
500540;Tis a decapitated head. How disgusting. 
500541;There is indeed a price on this head, but not here. Travel on, my friend, to a precinct of the guards that will pay thee. 
500542;We only accept bounty hunting from honorable folk! Away with thee! 
500543;I had heard that this scum was taken care of. But thou didst not do the deed, and thus shall not get the reward! 
500544;No kills are tallied on this person. 
500545;There is a bounty outstanding as well. 
500546;I am now bounty hunted! 
500547;Reducing bounty count. 
500548;Penalizing stats. 
500549;Killer must be above neutral to collect bounty. 
500550;You have a higher killcount than the victim and cannot claim the bounty. 
500551;As you kill them, you realize there is a bounty on their head! You take the head as evidence of your victory. 
500552;Select player to bounty: 
500553;Checking burners. 
500554;Not fired up. 
500555;Already fired up. 
500556;Fueled up. 
500557;No fuel. 
500558;Target at close range. 
500559;Target at long range. 
500560;Preparing to breathe. 
500561;Darn! Missed you! 
500562;Eat fiery death! 
500563;Causing damage. 
500564;Finished causing damage. 
500565;Gotcha! 
500566;Causing damage. 
500567;Finished causing damage. 
500568;teleport unsuccessful 
500569;Terrain scan complete. 
500570;Enter the amount by which to move terrain up. 
500571;Enter the amount by which to move terrain lower. 
500572;Enter the low end of the elevation filter: 
500573;Enter the high end of the elevation filter: 
500574;Setting of terrain type cancelled. 
500575;Enter the area of operation for the terrain scan, in (x, y) (x, y) format: 
500576;Setting of operations area cancelled. 
500577;Format for operations area incorrect. 
500578;Setting of transition type cancelled. 
500579;Setting of embankment type cancelled. 
500580;Terrain fill cancelled. 
500581;Enter the target elevation, then a +/- fudge factor for randomization, in the format (a, b): 
500582;Elevation changes cancelled. 
500583;Format for elevations change incorrect. 
500584;Terrain fill cancelled. 
500585;Terrain fill cancelled. 
500586;You do not have enough skill or resources to build anything! 
500587;Double click on the archery butte to practice your archery skill. 
500588;Fire on the target and then return to the person who gave you this task. 
500589;Follow the arrow to complete your task. 
500590;You're a ghost, and can't do that. 
500591;Wait until it's clear! 
500592;You gather the arrows and bolts. 
500593;You must practice with ranged weapons on this. 
500594;You do not have any arrows with which to practice. 
500595;You do not have any crossbow bolts with which to practice. 
500596;You would do better to stand in front of the archery butte. 
500597;You aren't properly lined up with the archery butte to get an accurate shot. 
500598;Jestes za daleko od tarczy strzelniczej, zeby wykonac celny strzal. 
500599;Jestes zbyt blisko celu. 
500600;You would do better to stand in front of the archery butte. 
500601;You aren't properly lined up with the archery butte to get an accurate shot. 
500602;Jestes za daleko od tarczy strzelniczej, zeby wykonac celny strzal. 
500603;You are too close to the target. 
500604;~1_name~ misses the target altogether. 
500605;If you have a deed, I can appraise it or buy it from you... 
500606;Simply hand me a deed to sell it. 
500607;I'm not interested in that. 
500608;Which deed would you like appraised? 
500609;I can't appraise things I know nothing about... 
500610;Simply hand me the deed if you wish to sell it. 
500611;Instrument zamilkl na zawsze. 
500612;Zagrales bez wyczucia, oraz bez efektu. 
500613;Nie udalo ci sie nikogo uspokoic. 
500614;Slyszysz muzyke, ktora rozprasza twoja uwage. 
500615;Zagrales uspokajajaca muzyke, ktora przerywa walke. 
500616;Slyszysz uspokajajaca muzyke, i opuszczasz bron. 
500617;Na jakim instrumencie chcesz zagrac? 
500618;Jestes za daleko. 
500619;To nie jest instrument. 
500620;Musisz chwile poczekac, zeby oboz stal sie bezpieczny. 
